language,BCP-47 code,ISO 639-3 code,ISO 639-1 code
Zenag,,zeg,
Eastern Hongshuihe Zhuang,,zeh,
Zenaga,,zen,
Kinga,zga_Latn,zga,
Guibei Zhuang,,zgb,
Minz Zhuang,,zgm,
Guibian Zhuang,,zgn,
Magori,,zgr,
Zhaba,,zhb,
Dai Zhuang,,zhd,
Zhire,,zhi,
Nong Zhuang,,zhn,
Zhoa,,zhw,
Zia,,zia,
Zimakani,,zik,
Zialo,,zil,
Mesme,zim_Latn,zim,
Zinza,,zin,
Zigula,ziw_Latn,ziw,
Zizilivakan,,ziz,
Kaimbulawa,,zka,
Karankawa,,zkk,
Kott,,zko,
São Paulo Kaingáng,,zkp,
Zakhring,,zkr,
Kitan,,zkt,
Kaurna,,zku,
Zula,,zla,
Liujiang Zhuang,,zlj,
Malay,,zlm,ms
Colloquial Malay,,zlm,
Lianshan Zhuang,,zln,
Liuqian Zhuang,,zlq,
Manda (Australia),,zma,
Zimba,,zmb,
Margany,,zmc,
Maridan,,zmd,
Mangerr,,zme,
Mfinu,,zmf,
Marti Ke,,zmg,
Makolkol,,zmh,
Negeri Sembilan Malay,,zmi,
Maridjabin,,zmj,
Mandandanyi,,zmk,
Matngala,,zml,
Marramaninyshi,,zmm,
Mbangwe,,zmn,
Molo,,zmo,
Mpuono,,zmp,
Mituku,,zmq,
Maranunggu,,zmr,
Mbesa,,zms,
Maringarr,,zmt,
Muruwari,,zmu,
Mbariman-Gudhinma,,zmv,
Mbo (Democratic Republic of Congo),,zmw,
Bomitaba,,zmx,
Mariyedi,,zmy,
Mbandja,zmz_Latn,zmz,
Zan Gula,,zna,
Zande,zne_Latn,zne,
Mang,,zng,
Mangas,,zns,
Copainalá Zoque,zoc_Latn,zoc,
Chimalapa Zoque,zoh_Latn,zoh,
Zou,,zom,
Asunción Mixtepec Zapotec,,zoo,
Tabasco Zoque,,zoq,
Rayón Zoque,zor_Latn,zor,
"Zoque, Francisco León",zos_Latn,zos,
Lachiguiri Zapotec,,zpa,
Yautepec Zapotec,,zpb,
"Zapotec, Choapan",zpc_Latn,zpc,
Southeastern Ixtlán Zapotec,,zpd,
Petapa Zapotec,,zpe,
San Pedro Quiatoni Zapotec,,zpf,
"Zapotec, Guevea de Humboldt",zpg_Latn,zpg,
Totomachapan Zapotec,,zph,
"Zapotec, Santa María Quiegolani",zpi_Latn,zpi,
Quiavicuzas Zapotec,,zpj,
Tlacolulita Zapotec,,zpk,
"Zapotec, Lachixío",zpl_Latn,zpl,
"Zapotec, Mixtepec",zpm_Latn,zpm,
Santa Inés Yatzechi Zapotec,,zpn,
"Zapotec, Amatlán",zpo_Latn,zpo,
El Alto Zapotec,,zpp,
Zoogocho Zapotec,,zpq,
Santiago Xanica Zapotec,,zpr,
Coatlán Zapotec,,zps,
"Zapotec, San Vicente Coatlán",zpt_Latn,zpt,
"Zapotec, Yalálag",zpu_Latn,zpu,
Chichicapan Zapotec,zpv_Latn,zpv,
Zaniza Zapotec,,zpw,
San Baltazar Loxicha Zapotec,,zpx,
Mazaltepec Zapotec,zpy_Latn,zpy,
"Zapotec, Texmelucan",zpz_Latn,zpz,
Qiubei Zhuang,,zqe,
Zerenkel,,zrn,
Záparo,,zro,
Mairasi,,zrs,
Sarasira,,zsa,
Standard Malay,zsm_Latn,zsm,
Southern Rincon Zapotec,,zsr,
Sukurum,,zsu,
Elotepec Zapotec,,zte,
Xanaguía Zapotec,ztg_Latn,ztg,
Lapaguía-Guivini Zapotec,,ztl,
San Agustín Mixtepec Zapotec,,ztm,
Santa Catarina Albarradas Zapotec,ztn_Latn,ztn,
Loxicha Zapotec,ztp_Latn,ztp,
"Zapotec, Quioquitani-Quierí",ztq_Latn,ztq,
Tilquiapan Zapotec,zts_Latn,zts,
Tejalapan Zapotec,,ztt,
Güilá Zapotec,ztu_Latn,ztu,
Zaachila Zapotec,,ztx,
"Zapotec, Yatee",zty_Latn,zty,
Zeem,,zua,
Tokano,,zuh,
Zulu,zul_Latn,zul,zu
Kumzari,,zum,
Zuni,,zun,
Zumaya,,zuy,
Zay,,zwa,
"Zhuang, Yongbei",zyb_Latn,zyb,
Yang Zhuang,,zyg,
Youjiang Zhuang,,zyj,
Yongnan Zhuang,,zyn,
"Chin, Zyphe",zyp_Latn,zyp,
Zaza,zza_Latn,zza,
Zuojiang Zhuang,,zzj,
"Chinese, Min Nan",nan_Latn,nan,
Acehnese (Arabic script),ace_Arab,,
Acehnese (Latin script),ace_Latn,,
Mesopotamian Arabic,acm_Arab,acm,
Ta’izzi-Adeni Arabic,acq_Arab,,
Tunisian Arabic,aeb_Arab,aeb,
South Levantine Arabic,ajp_Arab,ajp,
North Levantine Arabic,apc_Arab,apc,
Modern Standard Arabic (Romanized),arb_Latn,,
Najdi Arabic,ars_Arab,ars,
Central Aymara,ayr_Latn,,
South Azerbaijani,azb_Arab,,
Bashkir,bak_Cyrl,,
Bambara,bam_Latn,,
Balinese,ban_Latn,,
Banjar (Arabic script),bjn_Arab,,
Banjar (Latin script),bjn_Latn,,
Standard Tibetan,bod_Tibt,,
Buginese,bug_Latn,bug,
Chokwe,cjk_Latn,cjk,
Southwestern Dinka,dik_Latn,,
Dyula,dyu_Latn,,
Ewe,ewe_Latn,,
Friulian,fur_Latn,fur,
Scottish Gaelic,gla_Latn,gla,gd
Kabyle,kab_Latn,,
Kashmiri (Arabic script),kas_Arab,,
Kashmiri (Devanagari script),kas_Deva,,
Central Kanuri (Arabic script),knc_Arab,,
Central Kanuri (Latin script),knc_Latn,,
Kikuyu,kik_Latn,,
Kimbundu,kmb_Latn,kmb,
Northern Kurdish,kmr_Latn,kmr,
Kikongo,kon_Latn,,
Ligurian,lij_Latn,lij,
Limburgish,lim_Latn,lim,li
Lombard,lmo_Latn,lmo,
Latgalian,ltg_Latn,ltg,
Luba-Kasai,lua_Latn,,
Mizo,lus_Latn,,
Minangkabau (Arabic script),min_Arab,,
Minangkabau (Latin script),min_Latn,,
Plateau Malagasy,plt_Latn,plt,
Meitei (Bengali script),mni_Beng,,
Mossi,mos_Latn,,
Northern Sotho,nso_Latn,,
Eastern Panjabi,pan_Guru,,
Papiamento,pap_Latn,,
Dari,prs_Arab,prs,
Ayacucho Quechua,quy_Latn,,
Sanskrit,san_Deva,san,sa
Santali,sat_Olck,,
Sicilian,scn_Latn,scn,
Sinhala,sin_Sinh,,
Southern Sotho,sot_Latn,sot,st
Tosk Albanian,als_Latn,als,
Sardinian,srd_Latn,srd,
Swati,ssw_Latn,ssw,ss
Sundanese,sun_Latn,,
Silesian,szl_Latn,szl,
Tigrinya,tir_Ethi,,
Tamasheq (Latin script),taq_Latn,,
Tamasheq (Tifinagh script),taq_Tfng,,
Tswana,tsn_Latn,,
Tumbuka,tum_Latn,tum,
Twi,twi_Latn,,
Central Atlas Tamazight,tzm_Tfng,tzm,
Venetian,vec_Latn,vec,
Waray,war_Latn,,
Eastern Yiddish,ydd_Hebr,ydd,
Yue Chinese,yue_Hant,,
Chinese (Simplified),zho_Hans,,zh
Chinese (Traditional),zho_Hant,,
Ardhi,,xdh,
Mulia,,mul,
Osti,,xos,
Kukna,kex_Gujr,kex,
Azerbaijani (Arabic script),aze_Arab,aze,
Azerbaijani (Cyrillic script),aze_Cyrl,aze,
Azerbaijani (Latin script),aze_Latn,aze,
Standard Estonian,ekk_Latn,ekk,
Fante,fat_Latn,fat,
Alaskan Inupiaq,ipk_Latn,ipk,
Kurdish,kur_Arab,kur,
Kru Pidgin English,lir_Latn,lir,
Loarki,lrk_Arab,lrk,
Toki Pona,tok_Latn,tok,
Gumsai,uki_Orya,uki,
Uzbek (Cyrillic script),uzb_Cyrl,uzb,
